funcionario;status;idade;prim_emp;teste;educ
X3845;mau;maior45;nao;80;secundario
X3846;mau;maior45;sim;84;superior
X3847;mau;maior45;nao;58;superior
X3848;mau;25a45;sim;88;superior
X3849;mau;25a45;sim;92;superior
X3850;mau;maior45;sim;57;superior
X3851;mau;maior45;sim;79;superior
X3852;mau;25a45;sim;87;superior
X3853;mau;maior45;nao;87;superior
X3854;mau;25a45;sim;74;superior
X3855;mau;25a45;nao;77;superior
X3856;mau;maior45;sim;72;secundario
X3857;mau;maior45;sim;64;superior
X3858;mau;25a45;sim;75;secundario
X3859;mau;maior45;sim;56;secundario
X3860;mau;25a45;nao;79;superior
X3861;mau;maior45;nao;46;superior
X3862;mau;maior45;nao;57;secundario
X3863;mau;menor25;nao;97;superior
X3864;mau;25a45;nao;69;superior
X3865;mau;maior45;nao;52;superior
X3866;mau;menor25;sim;97;superior
X3867;mau;maior45;nao;67;superior
X3868;mau;25a45;sim;72;secundario
X3869;mau;maior45;sim;78;secundario
X3870;mau;maior45;sim;81;secundario
X3871;mau;maior45;sim;55;superior
X3872;mau;maior45;sim;75;secundario
X3873;mau;25a45;sim;54;superior
X3874;mau;maior45;sim;54;superior
X3875;mau;menor25;sim;96;secundario
X3876;mau;25a45;sim;93;superior
X3877;mau;maior45;sim;61;secundario
X3878;mau;25a45;nao;99;secundario
X3879;mau;25a45;sim;72;secundario
X3880;mau;25a45;nao;83;secundario
X3881;mau;25a45;sim;81;secundario
X3882;mau;25a45;sim;95;superior
X3883;mau;maior45;sim;91;secundario
X3884;mau;maior45;nao;72;secundario
X3885;mau;25a45;sim;77;secundario
X3886;mau;25a45;nao;67;superior
X3887;mau;maior45;sim;64;secundario
X3888;mau;25a45;sim;71;secundario
X3889;mau;maior45;sim;77;secundario
X3890;mau;25a45;nao;66;secundario
X3891;mau;25a45;sim;92;secundario
X3892;mau;25a45;sim;82;secundario
X3893;mau;25a45;sim;71;superior
X3894;mau;25a45;sim;48;secundario
X3895;mau;maior45;nao;71;superior
X3896;mau;maior45;sim;57;superior
X3897;mau;maior45;sim;72;superior
X3898;mau;maior45;sim;78;secundario
X3899;mau;menor25;nao;89;secundario
X3900;mau;25a45;nao;93;superior
X3901;mau;maior45;sim;52;superior
X3902;mau;maior45;nao;80;secundario
X3903;mau;25a45;sim;59;secundario
X3904;mau;maior45;sim;72;superior
X3905;mau;maior45;nao;76;superior
X3906;mau;maior45;nao;52;secundario
X3907;mau;25a45;nao;92;superior
X3908;mau;menor25;sim;90;superior
X3909;mau;maior45;sim;45;secundario
X3910;mau;25a45;sim;69;secundario
X3911;mau;25a45;sim;74;superior
X3912;mau;25a45;sim;69;secundario
X3913;mau;25a45;nao;79;secundario
X3914;mau;maior45;nao;66;secundario
X3915;mau;maior45;sim;73;superior
X3916;mau;25a45;sim;78;secundario
X3917;mau;maior45;sim;71;secundario
X3918;mau;maior45;sim;78;secundario
X3919;mau;maior45;sim;55;superior
X3920;mau;25a45;sim;83;superior
X3921;mau;25a45;sim;78;secundario
X3922;mau;maior45;sim;80;secundario
X3923;mau;25a45;sim;74;secundario
X3924;mau;25a45;nao;85;superior
X3925;mau;maior45;sim;33;secundario
X3926;mau;maior45;sim;78;secundario
X3927;mau;25a45;sim;68;superior
X3928;mau;maior45;sim;72;secundario
X3929;mau;25a45;sim;87;secundario
X3930;mau;25a45;sim;79;superior
X3931;mau;maior45;sim;93;superior
X3932;mau;maior45;sim;64;secundario
X3933;mau;menor25;sim;93;secundario
X3934;mau;maior45;nao;55;superior
X3935;mau;25a45;sim;78;secundario
X3936;mau;maior45;sim;86;superior
X3937;mau;maior45;sim;67;superior
X3938;mau;maior45;nao;61;secundario
X3939;mau;25a45;sim;88;superior
X3940;mau;maior45;sim;59;secundario
X3941;mau;maior45;sim;50;superior
X3942;mau;maior45;sim;73;secundario
X3943;mau;maior45;sim;74;superior
X3944;mau;maior45;sim;69;secundario
X3945;mau;25a45;sim;74;secundario
X3946;mau;maior45;sim;88;secundario
X3947;mau;maior45;nao;61;superior
X3948;mau;maior45;sim;63;secundario
X3949;mau;maior45;sim;63;secundario
X3950;mau;25a45;sim;98;secundario
X3951;mau;maior45;nao;77;secundario
X3952;mau;25a45;sim;81;superior
X3953;mau;menor25;nao;98;secundario
X3954;mau;25a45;nao;81;superior
X3955;mau;25a45;sim;51;superior
X3956;mau;25a45;sim;66;superior
X3957;mau;25a45;nao;91;secundario
X3958;mau;25a45;sim;89;superior
X3959;mau;maior45;sim;64;superior
X3960;mau;maior45;sim;58;superior
X3961;mau;25a45;sim;90;secundario
X3962;mau;25a45;sim;79;superior
X3963;mau;25a45;sim;76;superior
X3964;mau;menor25;sim;96;superior
X3965;mau;25a45;nao;77;superior
X3966;mau;25a45;sim;79;secundario
X3967;mau;25a45;sim;57;secundario
X3968;mau;25a45;nao;64;secundario
X3969;mau;menor25;sim;90;secundario
X3970;mau;25a45;sim;80;secundario
X3971;mau;maior45;sim;71;superior
X3972;mau;maior45;sim;72;secundario
X3973;mau;maior45;sim;70;secundario
X3974;mau;maior45;sim;67;superior
X3975;mau;menor25;nao;95;secundario
X3976;mau;maior45;nao;58;secundario
X3977;mau;maior45;sim;65;superior
X3978;mau;25a45;nao;71;superior
X3979;mau;25a45;nao;82;secundario
X3980;mau;menor25;sim;99;secundario
X3981;mau;25a45;sim;66;secundario
X3982;mau;menor25;sim;57;superior
X3983;mau;maior45;sim;65;superior
X3984;mau;menor25;sim;95;superior
X3985;mau;25a45;nao;73;secundario
X3986;mau;maior45;sim;72;superior
X3987;mau;25a45;nao;76;secundario
X3988;mau;25a45;sim;68;superior
X3989;mau;maior45;sim;52;superior
X3990;mau;maior45;sim;64;superior
X3991;mau;maior45;nao;70;superior
X3992;mau;maior45;sim;79;superior
X3993;mau;maior45;sim;34;secundario
X3994;mau;maior45;sim;39;secundario
X3995;mau;25a45;sim;80;superior
X3996;mau;maior45;sim;79;secundario
X3997;mau;maior45;sim;51;secundario
X3998;mau;menor25;sim;94;superior
X3999;mau;25a45;sim;64;superior
X4000;mau;maior45;nao;63;secundario
X4001;mau;25a45;sim;52;superior
X4002;mau;25a45;sim;68;secundario
X4003;mau;25a45;sim;76;superior
X4004;mau;maior45;nao;71;secundario
X4005;mau;maior45;sim;64;superior
X4006;mau;maior45;nao;64;superior
X4007;mau;25a45;sim;60;secundario
X4008;mau;25a45;sim;76;secundario
X4009;mau;maior45;nao;76;superior
X4010;mau;maior45;sim;74;secundario
X4011;mau;25a45;nao;78;superior
X4012;mau;maior45;sim;74;superior
X4013;mau;25a45;sim;93;secundario
X4014;mau;maior45;sim;71;secundario
X4015;mau;menor25;sim;99;secundario
X4016;mau;maior45;sim;78;superior
X4017;mau;25a45;nao;77;superior
X4018;mau;maior45;nao;37;secundario
X4019;mau;maior45;sim;74;secundario
X4020;mau;25a45;nao;96;secundario
X4021;mau;25a45;sim;78;superior
X4022;mau;menor25;sim;93;secundario
X4023;mau;maior45;nao;78;superior
X4024;mau;25a45;nao;80;secundario
X4025;mau;maior45;sim;62;superior
X4026;mau;25a45;sim;73;superior
X4027;mau;25a45;sim;76;secundario
X4028;mau;25a45;nao;77;secundario
X4029;mau;maior45;nao;69;secundario
X4030;mau;25a45;sim;77;secundario
X4031;mau;menor25;nao;94;superior
X4032;mau;25a45;sim;84;superior
X4033;mau;maior45;sim;67;secundario
X4034;mau;25a45;sim;87;superior
X4035;mau;maior45;sim;78;secundario
X4036;mau;menor25;nao;96;superior
X4037;mau;maior45;sim;71;secundario
X4038;mau;menor25;sim;97;secundario
X4039;mau;maior45;sim;55;secundario
X4040;mau;maior45;nao;64;superior
X4041;mau;25a45;sim;71;secundario
X4042;mau;maior45;sim;76;superior
X4043;mau;maior45;sim;62;secundario
X4044;mau;maior45;sim;60;secundario
X4045;mau;25a45;sim;78;secundario
X4046;mau;menor25;sim;98;superior
X4047;mau;maior45;nao;67;secundario
X4048;mau;25a45;sim;80;superior
X4049;mau;menor25;sim;93;superior
X4050;mau;maior45;sim;86;superior
X4051;mau;maior45;nao;96;secundario
X4052;mau;maior45;sim;49;superior
X4053;mau;25a45;sim;76;superior
X4054;mau;25a45;sim;58;secundario
X4055;mau;maior45;sim;90;secundario
X4056;mau;25a45;nao;78;secundario
X4057;mau;menor25;sim;98;secundario
X4058;mau;25a45;nao;58;superior
X4059;mau;maior45;sim;59;secundario
X4060;mau;maior45;sim;76;superior
X4061;mau;maior45;sim;74;secundario
X4062;mau;menor25;sim;95;superior
X4063;mau;maior45;nao;51;secundario
X4064;mau;maior45;sim;48;secundario
X4065;mau;25a45;nao;86;secundario
X4066;mau;maior45;nao;87;secundario
X4067;mau;maior45;sim;62;secundario
X4068;mau;maior45;sim;67;superior
X4069;mau;maior45;sim;79;secundario
X4070;mau;25a45;sim;67;superior
X4071;mau;maior45;sim;56;superior
X4072;mau;25a45;nao;94;secundario
X4073;mau;25a45;nao;71;superior
X4074;mau;maior45;nao;75;secundario
X4075;mau;maior45;sim;64;superior
X4076;mau;maior45;sim;63;secundario
X4077;mau;25a45;sim;73;secundario
X4078;mau;25a45;sim;55;superior
X4079;mau;maior45;sim;86;secundario
X4080;mau;25a45;sim;70;superior
X4081;mau;maior45;sim;51;superior
X4082;mau;maior45;nao;62;superior
X4083;mau;25a45;nao;80;secundario
X4084;mau;maior45;nao;85;secundario
X4085;mau;menor25;sim;96;secundario
X4086;mau;maior45;sim;73;superior
X4087;mau;25a45;nao;64;secundario
X4088;mau;25a45;nao;82;secundario
X4089;mau;maior45;sim;73;secundario
X4090;mau;menor25;sim;96;superior
X4091;mau;25a45;sim;86;superior
X4092;mau;25a45;sim;78;secundario
X4093;mau;maior45;sim;53;secundario
X4094;mau;maior45;sim;72;secundario
X4095;mau;25a45;nao;82;secundario
X4096;mau;maior45;sim;76;secundario
X4097;mau;maior45;nao;59;secundario
X4098;mau;maior45;sim;54;secundario
X4099;mau;maior45;sim;57;superior
X4100;mau;25a45;sim;82;superior
X4101;mau;maior45;sim;78;secundario
X4102;mau;25a45;sim;80;superior
X4103;mau;maior45;sim;72;secundario
X4104;mau;maior45;nao;90;superior
X4105;mau;maior45;nao;64;superior
X4106;mau;maior45;nao;57;secundario
X4107;mau;25a45;sim;66;secundario
X4108;mau;25a45;nao;88;secundario
X4109;mau;maior45;sim;78;secundario
X4110;mau;25a45;sim;55;secundario
X4111;mau;25a45;sim;74;superior
X4112;mau;maior45;sim;65;secundario
X4113;mau;25a45;sim;68;superior
X4114;mau;maior45;sim;56;superior
X4115;mau;maior45;sim;64;superior
X4116;mau;25a45;sim;73;secundario
X4117;mau;25a45;nao;77;secundario
X4118;mau;25a45;sim;67;secundario
X4119;mau;maior45;sim;72;superior
X4120;mau;maior45;nao;71;secundario
X4121;mau;25a45;sim;99;superior
X4122;mau;25a45;sim;61;superior
X4123;mau;maior45;sim;73;superior
X4124;mau;maior45;nao;57;secundario
X4125;mau;maior45;nao;72;superior
X4126;mau;maior45;nao;42;superior
X4127;mau;menor25;nao;97;superior
X4128;mau;menor25;nao;93;secundario
X4129;mau;25a45;sim;76;secundario
X4130;mau;25a45;sim;68;secundario
X4131;mau;maior45;sim;60;secundario
X4132;mau;25a45;nao;79;superior
X4133;mau;25a45;sim;81;secundario
X4134;mau;menor25;nao;95;secundario
X4135;mau;maior45;sim;69;superior
X4136;mau;maior45;nao;70;secundario
X4137;mau;maior45;sim;59;secundario
X4138;mau;25a45;sim;56;superior
X4139;mau;25a45;sim;78;secundario
X4140;mau;maior45;sim;55;superior
X4141;mau;25a45;nao;58;secundario
X4142;mau;25a45;nao;50;superior
X4143;mau;maior45;sim;56;superior
X4144;mau;menor25;nao;96;secundario
X4145;mau;maior45;sim;68;secundario
X4146;mau;maior45;nao;74;secundario
X4147;mau;maior45;sim;45;secundario
X4148;mau;maior45;sim;31;secundario
X4149;mau;maior45;sim;49;secundario
X4150;mau;25a45;sim;62;superior
X4151;mau;maior45;sim;55;secundario
X4152;mau;maior45;sim;72;superior
X4153;mau;25a45;sim;74;secundario
X4154;mau;25a45;nao;81;secundario
X4155;mau;maior45;nao;63;secundario
X4156;mau;maior45;sim;41;secundario
X4157;mau;25a45;sim;74;secundario
X4158;mau;maior45;nao;73;secundario
X4159;mau;maior45;sim;70;superior
X4160;mau;maior45;nao;60;secundario
X4161;mau;25a45;sim;73;secundario
X4162;mau;maior45;sim;55;secundario
X4163;mau;maior45;nao;70;superior
X4164;mau;maior45;sim;74;superior
X4165;mau;25a45;sim;72;superior
X4166;mau;25a45;sim;86;secundario
X4167;mau;menor25;nao;93;superior
X4168;mau;maior45;nao;42;superior
X4169;mau;25a45;sim;53;secundario
X4170;mau;25a45;sim;67;secundario
X4171;mau;maior45;nao;71;secundario
X4172;mau;maior45;sim;75;secundario
X4173;mau;maior45;nao;57;superior
X4174;mau;maior45;sim;71;secundario
X4175;mau;25a45;sim;74;superior
X4176;mau;maior45;sim;80;secundario
X4177;mau;menor25;sim;97;secundario
X4178;mau;maior45;nao;72;secundario
X4179;mau;menor25;nao;97;secundario
X4180;mau;25a45;sim;59;secundario
X4181;mau;maior45;sim;49;secundario
X4182;mau;25a45;sim;78;superior
X4183;mau;25a45;sim;64;superior
X4184;mau;maior45;sim;72;secundario
X4185;mau;25a45;sim;84;superior
X4186;mau;menor25;nao;97;secundario
X4187;mau;maior45;nao;76;secundario
X4188;mau;maior45;nao;72;secundario
X4189;mau;25a45;sim;71;secundario
X4190;mau;maior45;sim;66;secundario
X4191;mau;maior45;nao;75;superior
X4192;mau;maior45;sim;47;superior
X4193;mau;menor25;sim;96;secundario
X4194;mau;25a45;sim;69;secundario
X4195;mau;25a45;sim;77;secundario
X4196;mau;25a45;sim;80;secundario
X4197;mau;25a45;sim;81;superior
X4198;mau;maior45;nao;40;superior
X4199;mau;25a45;sim;68;superior
X4200;mau;maior45;sim;77;superior
X4201;mau;maior45;sim;64;secundario
X4202;mau;25a45;nao;80;superior
X4203;mau;maior45;sim;80;superior
X4204;mau;25a45;sim;68;secundario
X4205;mau;25a45;sim;79;superior
X4206;mau;maior45;nao;75;superior
X4207;mau;maior45;sim;67;superior
X4208;mau;menor25;nao;100;superior
X4209;mau;maior45;sim;76;secundario
X4210;mau;maior45;sim;54;secundario
X4211;mau;maior45;sim;77;secundario
X4212;mau;25a45;sim;76;secundario
X4213;mau;25a45;sim;77;secundario
X4214;mau;maior45;sim;80;secundario
X4215;mau;maior45;sim;63;superior
X4216;mau;maior45;sim;69;superior
X4217;mau;maior45;sim;76;secundario
X4218;mau;25a45;sim;89;superior
X4219;mau;maior45;sim;73;superior
X4220;mau;maior45;sim;66;secundario
X4221;mau;maior45;sim;75;superior
X4222;mau;25a45;nao;78;superior
X4223;mau;maior45;nao;79;superior
X4224;mau;maior45;sim;59;superior
X4225;mau;maior45;sim;65;superior
X4226;mau;25a45;nao;75;superior
X4227;mau;maior45;sim;88;secundario
X4228;mau;25a45;sim;79;secundario
X4229;mau;maior45;nao;31;superior
X4230;mau;25a45;sim;64;superior
X4231;mau;maior45;sim;82;secundario
X4232;mau;maior45;nao;25;secundario
X4233;mau;25a45;sim;67;secundario
X4234;mau;menor25;nao;95;secundario
X4235;mau;maior45;sim;71;superior
X4236;mau;maior45;sim;65;secundario
X4237;mau;maior45;sim;66;superior
X4238;mau;maior45;sim;72;superior
X4239;mau;25a45;sim;77;superior
X4240;mau;25a45;sim;62;secundario
X4241;mau;25a45;sim;94;secundario
X4242;mau;25a45;sim;80;superior
X4243;mau;25a45;sim;74;superior
X4244;mau;maior45;nao;64;secundario
X4245;mau;maior45;nao;79;secundario
X4246;mau;25a45;nao;66;secundario
X4247;mau;25a45;sim;58;superior
X4248;mau;maior45;sim;71;superior
X4249;mau;maior45;nao;58;superior
X4250;mau;25a45;nao;78;superior
X4251;mau;25a45;nao;81;secundario
X4252;mau;maior45;nao;62;superior
X4253;mau;maior45;sim;66;secundario
X4254;mau;maior45;sim;75;secundario
X4255;mau;25a45;sim;70;superior
X4256;mau;25a45;sim;74;superior
X4257;mau;menor25;sim;96;superior
X4258;mau;maior45;sim;73;secundario
X4259;mau;maior45;nao;44;secundario
X4260;mau;25a45;nao;73;superior
X4261;mau;25a45;sim;68;secundario
X4262;mau;25a45;nao;65;superior
X4263;mau;25a45;sim;84;secundario
X4264;mau;25a45;sim;61;secundario
X4265;mau;menor25;sim;75;secundario
X4266;mau;maior45;sim;77;secundario
X4267;mau;maior45;sim;71;secundario
X4268;mau;maior45;sim;66;superior
X4269;mau;menor25;sim;99;superior
X4270;mau;menor25;sim;99;superior
X4271;mau;25a45;sim;63;superior
X4272;mau;maior45;sim;83;superior
X4273;mau;25a45;sim;74;secundario
X4274;mau;maior45;nao;61;superior
X4275;mau;maior45;nao;67;superior
X4276;mau;25a45;sim;76;superior
X4277;mau;25a45;sim;52;superior
X4278;mau;maior45;nao;66;secundario
X4279;mau;25a45;nao;79;superior
X4280;mau;maior45;nao;64;secundario
X4281;mau;maior45;sim;64;superior
X4282;mau;maior45;sim;54;superior
X4283;mau;25a45;nao;72;superior
X4284;mau;25a45;nao;75;secundario
X4285;mau;maior45;sim;56;superior
X4286;mau;maior45;sim;62;secundario
X4287;mau;maior45;sim;72;secundario
X4288;mau;25a45;nao;67;superior
X4289;mau;25a45;sim;77;secundario
X4290;mau;25a45;sim;68;secundario
X4291;mau;25a45;sim;78;superior
X4292;mau;menor25;nao;96;superior
X4293;mau;25a45;nao;65;secundario
X4294;mau;maior45;sim;56;superior
X4295;mau;25a45;nao;76;secundario
X4296;mau;maior45;nao;74;superior
X4297;mau;maior45;nao;78;superior
X4298;mau;25a45;sim;80;secundario
X4299;mau;maior45;sim;73;superior
X4300;mau;25a45;nao;80;superior
X4301;mau;25a45;nao;78;secundario
X4302;mau;maior45;nao;58;superior
X4303;mau;25a45;nao;71;secundario
X4304;mau;maior45;sim;55;superior
X4305;mau;25a45;nao;55;secundario
X4306;mau;25a45;nao;73;superior
X4307;mau;menor25;sim;94;superior
X4308;mau;maior45;nao;63;superior
X4309;mau;menor25;nao;93;superior
X4310;mau;25a45;sim;60;superior
X4311;mau;25a45;nao;75;secundario
X4312;mau;maior45;sim;55;secundario
X4313;mau;25a45;sim;79;secundario
X4314;mau;maior45;sim;36;superior
X4315;mau;25a45;nao;91;superior
X4316;mau;25a45;sim;78;superior
X4317;mau;menor25;sim;96;superior
X4318;mau;25a45;nao;74;superior
X4319;mau;25a45;sim;76;secundario
X4320;mau;maior45;sim;80;secundario
X4321;mau;maior45;sim;58;superior
X4322;mau;maior45;nao;97;superior
X4323;mau;25a45;nao;67;superior
X4324;mau;25a45;sim;66;superior
X4325;mau;25a45;sim;73;superior
X4326;mau;25a45;sim;46;secundario
X4327;mau;25a45;sim;80;secundario
X4328;mau;25a45;nao;69;superior
X4329;mau;maior45;nao;77;secundario
X4330;mau;25a45;sim;78;secundario
X4331;mau;25a45;nao;55;superior
X4332;mau;25a45;nao;93;superior
X4333;mau;maior45;nao;59;secundario
X4334;mau;maior45;nao;32;secundario
X4335;mau;maior45;sim;87;secundario
X4336;mau;25a45;nao;65;secundario
X4337;mau;maior45;sim;57;superior
X4338;mau;menor25;sim;99;superior
X4339;mau;maior45;sim;79;superior
X4340;mau;25a45;sim;75;secundario
X4341;mau;25a45;sim;79;superior
X4342;mau;25a45;nao;79;superior
X4343;mau;25a45;sim;65;superior
X4344;mau;25a45;sim;75;secundario
X4345;mau;maior45;sim;67;superior
X4346;mau;25a45;sim;77;secundario
X4347;mau;25a45;sim;74;secundario
X4348;mau;25a45;nao;53;secundario
X4349;mau;25a45;sim;73;secundario
X4350;mau;maior45;nao;42;superior
X4351;mau;maior45;sim;61;superior
X4352;mau;maior45;sim;57;secundario
X4353;mau;25a45;sim;83;secundario
X4354;mau;menor25;sim;94;secundario
X4355;mau;25a45;sim;82;superior
X4356;mau;maior45;sim;69;secundario
X4357;mau;maior45;sim;58;secundario
X4358;mau;maior45;sim;57;superior
X4359;mau;25a45;sim;78;secundario
X4360;mau;menor25;sim;98;secundario
X4361;mau;25a45;nao;65;secundario
X4362;mau;25a45;nao;77;secundario
X4363;mau;25a45;sim;71;secundario
X4364;mau;maior45;sim;78;superior
X4365;mau;maior45;nao;78;superior
X4366;mau;menor25;nao;99;superior
X4367;mau;25a45;sim;73;superior
X4368;mau;25a45;nao;75;secundario
