IDENTIDADE;ALVO;STATUS;UF;ESCOLARIDADE;ESTCIV;RENDA;NATUREZA
MC1506;1;admpl;SP;primario;casado;1095;empregado
MC1507;1;admpl;SP;secundario;casado;2830;func_publico
MC1508;0;inad;SP;primario;solt;478;empregado
MC1509;1;admpl;SP;posgrad;solt;1858;func_publico
MC1510;1;admpl;SP;primario;solt;1724;empregado
MC1511;1;admpl;SP;secundario;solt;3864;func_publico
MC1512;0;inad;SP;secundario;solt;4020;aposentado
MC1513;0;inad;SP;secundario;solt;12060;outros
MC1514;0;inad;SP;primario;solt;6700;empregado
MC1515;0;inad;SP;secundario;solt;3181;empregado
MC1516;1;admpl;SP;secundario;casado;9067;empregado
MC1517;0;inad;MG;secundario;solt;1381;func_publico
MC1518;0;inad;SP;superior;solt;10720;outros
MC1519;0;inad;SP;secundario;solt;15338;vivederenda
MC1520;1;admpl;SP;secundario;solt;5455;empregado
MC1521;0;inad;MG;secundario;solt;3082;func_publico
MC1522;0;inad;MG;secundario;solt;6700;outros
MC1523;0;inad;MG;secundario;solt;259;aposentado
MC1524;0;inad;MG;secundario;solt;1007;empregado
MC1525;0;inad;SP;secundario;solt;7478;aposentado
MC1526;0;inad;SP;primario;solt;952;autonomo
MC1527;0;inad;SP;superior;divorciado;2631;empregado
MC1528;1;admpl;SP;secundario;viuvo;22495;prof_liberal
MC1529;1;admpl;SP;secundario;solt;4020;empregado
MC1530;0;inad;SP;secundario;solt;8061;vivederenda
MC1531;1;admpl;SP;secundario;casado;5090;func_publico
MC1532;1;admpl;SP;secundario;casado;6037;empregado
MC1533;0;inad;MG;superior;solt;26398;empregado
MC1534;1;admpl;SP;secundario;solt;1608;empregado
MC1535;1;admpl;SP;primario;solt;2308;outros
MC1536;0;inad;SP;superior;casado;570;empregado
MC1537;1;admpl;SP;posgrad;solt;4144;empregado
MC1538;0;inad;MG;primario;solt;2498;empregado
MC1539;0;inad;SP;superior;solt;6511;empregado
MC1540;0;inad;SP;secundario;casado;250;aposentado
MC1541;0;inad;MG;secundario;solt;36;func_publico
MC1542;1;admpl;SP;secundario;solt;291;empregado
MC1543;1;admpl;SP;secundario;casado;4020;func_publico
MC1544;1;admpl;SP;secundario;solt;12051;empregado
MC1545;0;inad;SP;secundario;divorciado;8040;vivederenda
MC1546;0;inad;SP;secundario;solt;26800;empresario
MC1547;0;inad;SP;secundario;solt;5710;empregado
MC1548;0;inad;SP;secundario;solt;2680;empresario
MC1549;1;admpl;SP;superior;casado;875;empregado
MC1550;1;admpl;SP;secundario;solt;1876;empregado
MC1551;1;admpl;SP;secundario;solt;1608;func_publico
MC1552;0;inad;SP;secundario;solt;5543;empregado
MC1553;1;admpl;SP;secundario;solt;2680;func_publico
MC1554;0;inad;MG;secundario;casado;4872;empregado
MC1555;0;inad;MG;secundario;solt;6700;prof_liberal
MC1556;1;admpl;SP;superior;casado;1273;empregado
MC1557;0;inad;SP;secundario;solt;251;outros
MC1558;0;inad;SP;secundario;solt;15980;outros
MC1559;1;admpl;SP;secundario;solt;5268;func_publico
MC1560;1;admpl;SP;primario;viuvo;616;func_publico
MC1561;0;inad;SP;superior;solt;439;outros
MC1562;1;admpl;SP;primario;solt;1005;empregado
MC1563;1;admpl;SP;primario;casado;3350;func_publico
MC1564;0;inad;SP;superior;solt;981;func_publico
MC1565;0;inad;SP;secundario;viuvo;32193;empregado
MC1566;0;inad;SP;secundario;solt;9155;empregado
MC1567;0;inad;SP;superior;solt;68;empregado
MC1568;0;inad;SP;secundario;solt;4547;aposentado
MC1569;0;inad;MG;secundario;solt;4092;func_publico
MC1570;0;inad;SP;superior;solt;2479;empregado
MC1571;0;inad;SP;primario;solt;2010;empregado
MC1572;0;inad;MG;secundario;solt;6700;outros
MC1573;0;inad;MG;secundario;solt;1058;aposentado
MC1574;1;admpl;SP;primario;solt;469;empregado
MC1575;0;inad;SP;primario;solt;2680;empregado
MC1576;0;inad;SP;superior;casado;1165;outros
MC1577;1;admpl;SP;secundario;solt;7804;empregado
MC1578;1;admpl;SP;secundario;solt;4352;func_publico
MC1579;0;inad;SP;primario;casado;4020;empregado
MC1580;1;admpl;SP;superior;casado;2948;empresario
MC1581;0;inad;SP;primario;viuvo;2010;aposentado
MC1582;0;inad;SP;secundario;solt;1340;empregado
MC1583;0;inad;SP;primario;solt;1340;empregado
MC1584;0;inad;SP;superior;casado;1030;empregado
MC1585;0;inad;SP;secundario;solt;1675;empregado
MC1586;0;inad;SP;secundario;solt;9648;func_publico
MC1587;0;inad;SP;primario;solt;804;outros
MC1588;0;inad;SP;secundario;solt;556;empregado
MC1589;1;admpl;SP;superior;solt;1340;func_publico
MC1590;1;admpl;SP;superior;solt;1298;empregado
MC1591;1;admpl;SP;superior;casado;719;empregado
MC1592;0;inad;SP;secundario;solt;5483;empregado
MC1593;0;inad;SP;secundario;solt;1563;func_publico
MC1594;1;admpl;SP;secundario;solt;1407;empregado
MC1595;1;admpl;SP;primario;casado;3650;empregado
MC1596;0;inad;SP;secundario;casado;6787;aposentado
MC1597;0;inad;SP;primario;viuvo;8040;empregado
MC1598;1;admpl;MG;superior;casado;592;func_publico
MC1599;1;admpl;MG;superior;casado;676;func_publico
MC1600;1;admpl;SP;superior;solt;1974;func_publico
MC1601;0;inad;SP;secundario;solt;16080;aposentado
MC1602;1;admpl;SP;superior;solt;3039;func_publico
MC1603;1;admpl;SP;secundario;casado;2395;func_publico
MC1604;1;admpl;SP;primario;solt;1587;outros
MC1605;1;admpl;SP;secundario;solt;3914;empregado
MC1606;0;inad;SP;superior;solt;2010;aposentado
MC1607;1;admpl;SP;secundario;casado;8246;empregado
MC1608;1;admpl;SP;primario;solt;804;outros
MC1609;1;admpl;SP;secundario;casado;8040;outros
MC1610;1;admpl;SP;secundario;solt;6457;empregado
MC1611;1;admpl;SP;secundario;solt;5321;empregado
MC1612;1;admpl;SP;superior;casado;1019;empregado
MC1613;0;inad;SP;secundario;solt;6105;empregado
MC1614;0;inad;SP;secundario;divorciado;252063;empregado
MC1615;0;inad;SP;secundario;solt;3401;func_publico
MC1616;0;inad;SP;secundario;solt;2632;func_publico
MC1617;1;admpl;SP;secundario;solt;5170;empregado
MC1618;1;admpl;SP;secundario;casado;2709;outros
MC1619;1;admpl;SP;secundario;solt;9872;func_publico
MC1620;1;admpl;MG;secundario;casado;3603;func_publico
MC1621;1;admpl;SP;secundario;solt;41;func_publico
MC1622;1;admpl;SP;secundario;solt;8630;empregado
MC1623;1;admpl;SP;secundario;solt;6700;aposentado
MC1624;1;admpl;SP;secundario;solt;6733;empregado
MC1625;1;admpl;SP;secundario;solt;34202;empregado
MC1626;1;admpl;SP;primario;casado;3215;empregado
MC1627;1;admpl;SP;superior;casado;4097;empregado
MC1628;0;inad;SP;superior;solt;1488;empregado
MC1629;1;admpl;SP;superior;solt;2010;autonomo
MC1630;1;admpl;SP;superior;solt;1781;empregado
MC1631;1;admpl;SP;secundario;solt;2184;func_publico
MC1632;1;admpl;SP;primario;solt;514;empregado
MC1633;0;inad;SP;superior;solt;3268;aposentado
MC1634;1;admpl;SP;secundario;casado;1809;empregado
MC1635;1;admpl;SP;secundario;casado;4422;outros
MC1636;1;admpl;SP;secundario;casado;2220;func_publico
MC1637;0;inad;SP;secundario;solt;5360;aposentado
MC1638;0;inad;SP;secundario;casado;5613;func_publico
MC1639;1;admpl;SP;superior;solt;3350;empregado
MC1640;1;admpl;SP;superior;solt;2886;empregado
MC1641;1;admpl;SP;posgrad;solt;1605;outros
MC1642;1;admpl;SP;superior;solt;2327;empregado
MC1643;0;inad;SP;secundario;solt;2336;empregado
MC1644;0;inad;SP;secundario;solt;37273;empregado
MC1645;0;inad;SP;primario;solt;1137;outros
MC1646;1;admpl;SP;secundario;solt;3320;empregado
MC1647;1;admpl;SP;secundario;solt;5742;func_publico
MC1648;1;admpl;SP;primario;casado;5450;empregado
MC1649;1;admpl;SP;secundario;solt;8147;func_publico
MC1650;0;inad;SP;superior;casado;6407;empregado
MC1651;0;inad;SP;primario;solt;1176;empregado
MC1652;1;admpl;SP;secundario;divorciado;3350;func_publico
MC1653;0;inad;SP;secundario;solt;28116;empregado
MC1654;1;admpl;SP;secundario;casado;3185;func_publico
MC1655;0;inad;SP;secundario;solt;13400;outros
MC1656;1;admpl;SP;superior;viuvo;1340;outros
MC1657;0;inad;SP;superior;solt;6700;empresario
MC1658;0;inad;SP;secundario;viuvo;6700;aposentado
MC1659;0;inad;SP;primario;outros;5360;empregado
MC1660;0;inad;SP;secundario;viuvo;1284;func_publico
MC1661;0;inad;SP;primario;solt;3886;empregado
MC1662;1;admpl;SP;superior;solt;807;empregado
MC1663;1;admpl;SP;primario;solt;1353;empregado
MC1664;1;admpl;SP;secundario;solt;8040;empregado
MC1665;1;admpl;SP;secundario;solt;2680;empregado
MC1666;1;admpl;SP;posgrad;solt;2948;empregado
MC1667;1;admpl;SP;superior;solt;566;empregado
MC1668;0;inad;SP;secundario;solt;1340;func_publico
MC1669;1;admpl;SP;secundario;solt;8430;empregado
MC1670;1;admpl;SP;secundario;solt;5108;empregado
MC1671;1;admpl;SP;primario;solt;1081;empregado
MC1672;0;inad;SP;secundario;solt;1222;empregado
MC1673;1;admpl;SP;secundario;casado;3238;vivederenda
MC1674;0;inad;SP;secundario;solt;1017;empregado
MC1675;1;admpl;SP;primario;solt;2680;empresario
MC1676;0;inad;SP;secundario;solt;8040;empregado
MC1677;0;inad;SP;secundario;solt;20738;empregado
MC1678;1;admpl;MG;secundario;casado;1072;empregado
MC1679;0;inad;SP;secundario;casado;2412;outros
MC1680;1;admpl;SP;secundario;viuvo;6164;outros
MC1681;1;admpl;SP;secundario;casado;9486;empregado
MC1682;1;admpl;SP;primario;casado;1139;empregado
MC1683;1;admpl;SP;superior;solt;12379;func_publico
MC1684;0;inad;SP;posgrad;solt;2456;aposentado
MC1685;1;admpl;SP;superior;viuvo;1474;empregado
MC1686;0;inad;SP;primario;solt;2244;func_publico
MC1687;0;inad;SP;primario;solt;4351;empregado
MC1688;1;admpl;SP;primario;solt;696;autonomo
MC1689;1;admpl;SP;secundario;solt;3906;func_publico
MC1690;0;inad;SP;secundario;solt;25539;empregado
MC1691;0;inad;SP;secundario;solt;463;empregado
MC1692;0;inad;SP;superior;solt;2680;empregado
MC1693;0;inad;SP;secundario;solt;2680;func_publico
MC1694;1;admpl;SP;secundario;solt;2851;func_publico
MC1695;1;admpl;SP;superior;solt;2868;empregado
MC1696;1;admpl;SP;secundario;casado;3450;outros
MC1697;1;admpl;SP;secundario;casado;65;func_publico
MC1698;1;admpl;SP;secundario;solt;9583;empregado
MC1699;1;admpl;SP;secundario;casado;1640;func_publico
MC1700;0;inad;SP;primario;solt;1139;empregado
MC1701;1;admpl;SP;secundario;solt;21898;empregado
MC1702;1;admpl;SP;secundario;viuvo;2978;func_publico
MC1703;1;admpl;SP;secundario;viuvo;5360;outros
MC1704;0;inad;SP;primario;casado;866;aposentado
MC1705;0;inad;SP;secundario;viuvo;2568;empregado
MC1706;1;admpl;SP;secundario;solt;2185;empregado
MC1707;0;inad;SP;superior;casado;3283;empregado
MC1708;0;inad;SP;secundario;casado;2010;outros
MC1709;1;admpl;SP;secundario;casado;2010;empregado
MC1710;1;admpl;SP;posgrad;solt;1169;empregado
MC1711;1;admpl;SP;superior;solt;1340;outros
MC1712;1;admpl;SP;posgrad;solt;20023;empregado
MC1713;0;inad;SP;secundario;solt;17357;vivederenda
MC1714;1;admpl;SP;secundario;solt;9380;outros
MC1715;0;inad;SP;secundario;solt;3337;empregado
MC1716;1;admpl;SP;posgrad;solt;1112;outros
MC1717;0;inad;SP;secundario;solt;6700;empregado
MC1718;0;inad;SP;secundario;solt;13400;empregado
MC1719;1;admpl;SP;primario;viuvo;1340;outros
MC1720;0;inad;SP;primario;divorciado;126999;aposentado
MC1721;0;inad;SP;secundario;solt;6700;outros
MC1722;0;inad;SP;secundario;solt;2694;empregado
MC1723;0;inad;SP;secundario;solt;2010;aposentado
MC1724;0;inad;SP;superior;solt;1246;empregado
MC1725;1;admpl;SP;superior;outros;1072;outros
MC1726;0;inad;SP;secundario;solt;9850;empregado
MC1727;1;admpl;SP;superior;solt;3499;empregado
MC1728;0;inad;SP;secundario;solt;402;outros
MC1729;0;inad;SP;posgrad;viuvo;1160;aposentado
MC1730;0;inad;SP;secundario;solt;6030;aposentado
MC1731;1;admpl;SP;secundario;solt;4340;outros
MC1732;0;inad;SP;secundario;solt;10499;empregado
MC1733;1;admpl;SP;secundario;solt;6383;outros
MC1734;0;inad;SP;superior;solt;4020;empregado
MC1735;1;admpl;SP;secundario;viuvo;8428;empregado
MC1736;1;admpl;SP;secundario;solt;1109;empresario
MC1737;0;inad;SP;superior;solt;4020;outros
MC1738;1;admpl;SP;superior;solt;1405;empregado
MC1739;1;admpl;SP;secundario;divorciado;1634;outros
MC1740;0;inad;SP;secundario;solt;2611;func_publico
MC1741;1;admpl;SP;secundario;solt;1137;empregado
MC1742;0;inad;SP;primario;casado;6245;empregado
MC1743;0;inad;SP;primario;solt;1168;outros
MC1744;1;admpl;SP;primario;solt;1876;outros
MC1745;1;admpl;SP;primario;solt;1045;aposentado
MC1746;0;inad;SP;secundario;solt;1130;empregado
MC1747;1;admpl;SP;secundario;casado;4739;func_publico
MC1748;0;inad;SP;posgrad;solt;2797;empregado
MC1749;1;admpl;SP;superior;solt;1474;empregado
MC1750;1;admpl;SP;secundario;solt;4241;empregado
MC1751;0;inad;SP;primario;solt;854;empregado
MC1752;1;admpl;SP;posgrad;solt;4777;empregado
MC1753;1;admpl;SP;primario;viuvo;782;aposentado
MC1754;0;inad;SP;superior;solt;1034;empregado
MC1755;0;inad;SP;secundario;solt;871;outros
MC1756;1;admpl;SP;secundario;solt;4143;empregado
MC1757;0;inad;SP;posgrad;divorciado;70971;empregado
MC1758;1;admpl;SP;secundario;solt;3160;func_publico
MC1759;0;inad;SP;primario;solt;2948;outros
MC1760;1;admpl;SP;primario;viuvo;568;empregado
MC1761;1;admpl;SP;secundario;solt;3486;empregado
MC1762;0;inad;SP;superior;divorciado;2759;aposentado
MC1763;1;admpl;SP;superior;solt;14554;empregado
MC1764;1;admpl;SP;secundario;solt;2168;empregado
MC1765;0;inad;SP;superior;casado;1162;empregado
MC1766;1;admpl;SP;secundario;solt;1113;empresario
MC1767;1;admpl;SP;secundario;viuvo;1972;empregado
MC1768;1;admpl;SP;posgrad;casado;1416;func_publico
MC1769;0;inad;SP;superior;viuvo;804;outros
MC1770;1;admpl;SP;superior;solt;237;empregado
MC1771;0;inad;SP;superior;solt;970;func_publico
MC1772;1;admpl;SP;secundario;casado;8710;outros
MC1773;1;admpl;SP;secundario;solt;2680;func_publico
MC1774;0;inad;SP;secundario;solt;1340;empregado
MC1775;1;admpl;SP;secundario;solt;2726;empregado
MC1776;0;inad;SP;secundario;solt;3001;func_publico
MC1777;0;inad;SP;superior;solt;3082;empregado
MC1778;1;admpl;SP;primario;casado;1172;empregado
MC1779;1;admpl;SP;posgrad;solt;4509;empregado
MC1780;1;admpl;SP;primario;solt;6555;empregado
MC1781;1;admpl;SP;posgrad;casado;2217;func_publico
MC1782;0;inad;SP;secundario;casado;6038;func_publico
MC1783;0;inad;SP;secundario;solt;2144;empregado
MC1784;1;admpl;SP;superior;casado;2625;func_publico
MC1785;1;admpl;SP;secundario;solt;865;empregado
MC1786;0;inad;SP;superior;solt;16389;empregado
MC1787;0;inad;SP;secundario;solt;19467;func_publico
MC1788;0;inad;SP;posgrad;solt;6090;empregado
MC1789;1;admpl;MG;superior;casado;296;empregado
MC1790;0;inad;SP;secundario;viuvo;2680;empregado
MC1791;1;admpl;SP;secundario;solt;6700;outros
MC1792;1;admpl;SP;superior;solt;3479;empregado
MC1793;1;admpl;SP;secundario;solt;1983;empregado
MC1794;1;admpl;SP;primario;solt;935;empregado
MC1795;1;admpl;SP;primario;solt;2366;empregado
MC1796;0;inad;SP;secundario;solt;14558;empregado
MC1797;1;admpl;SP;secundario;solt;4124;outros
MC1798;1;admpl;SP;secundario;casado;1460;func_publico
MC1799;0;inad;SP;secundario;divorciado;16701;func_publico
MC1800;1;admpl;SP;secundario;solt;20100;func_publico
MC1801;0;inad;MG;posgrad;solt;563;empregado
MC1802;1;admpl;SP;secundario;casado;1256;func_publico
MC1803;0;inad;SP;superior;solt;1169;empregado
MC1804;1;admpl;SP;superior;casado;2257;empregado
MC1805;1;admpl;SP;superior;casado;1050;func_publico
MC1806;0;inad;SP;secundario;solt;4377;func_publico
MC1807;0;inad;SP;superior;casado;1968;empregado
MC1808;0;inad;SP;secundario;casado;20930;func_publico
MC1809;1;admpl;SP;secundario;solt;1742;func_publico
MC1810;0;inad;SP;primario;divorciado;1417;aposentado
MC1811;1;admpl;SP;posgrad;solt;670;outros
MC1812;1;admpl;SP;superior;solt;1554;empresario
MC1813;1;admpl;SP;primario;solt;1206;empregado
MC1814;1;admpl;SP;secundario;casado;4690;outros
MC1815;0;inad;SP;primario;solt;3484;empregado
MC1816;0;inad;SP;superior;solt;1695;empregado
MC1817;0;inad;SP;secundario;solt;1255;empregado
MC1818;1;admpl;SP;secundario;solt;8791;func_publico
MC1819;1;admpl;SP;secundario;viuvo;1360;empregado
MC1820;1;admpl;SP;posgrad;solt;4444;func_publico
MC1821;1;admpl;SP;secundario;solt;3752;func_publico
MC1822;0;inad;SP;superior;divorciado;576;empregado
MC1823;1;admpl;SP;primario;solt;1290;empregado
MC1824;0;inad;SP;superior;casado;3223;func_publico
MC1825;1;admpl;SP;posgrad;casado;3182;func_publico
MC1826;1;admpl;SP;secundario;solt;4318;outros
MC1827;0;inad;SP;secundario;solt;1849;empregado
MC1828;1;admpl;SP;secundario;solt;1340;empresario
MC1829;0;inad;SP;secundario;solt;6850;empregado
MC1830;0;inad;SP;secundario;solt;2198;func_publico
MC1831;1;admpl;SP;superior;solt;1608;empregado
MC1832;1;admpl;SP;secundario;solt;1608;outros
MC1833;1;admpl;SP;primario;solt;732;empregado
MC1834;0;inad;SP;primario;solt;761;outros
MC1835;1;admpl;SP;primario;casado;202;empregado
MC1836;1;admpl;SP;secundario;casado;7236;empregado
MC1837;1;admpl;SP;secundario;solt;5247;empregado
MC1838;0;inad;SP;superior;solt;1005;func_publico
MC1839;0;inad;SP;secundario;casado;11703;empregado
MC1840;1;admpl;SP;secundario;solt;2503;empregado
MC1841;1;admpl;SP;primario;casado;2445;empregado
MC1842;1;admpl;SP;secundario;solt;7636;func_publico
MC1843;1;admpl;SP;superior;casado;2114;func_publico
MC1844;1;admpl;SP;secundario;casado;3623;empregado
MC1845;1;admpl;SP;secundario;solt;11397;empregado
MC1846;1;admpl;SP;secundario;solt;297;empregado
MC1847;0;inad;SP;secundario;solt;5649;func_publico
MC1848;0;inad;SP;primario;casado;222;func_publico
MC1849;1;admpl;SP;primario;solt;1876;aposentado
MC1850;0;inad;SP;primario;solt;790;empregado
MC1851;1;admpl;SP;primario;solt;1112;empregado
MC1852;1;admpl;SP;primario;solt;911;empregado
MC1853;0;inad;SP;secundario;solt;44477;vivederenda
MC1854;1;admpl;SP;primario;solt;2680;empregado
MC1855;0;inad;SP;secundario;solt;8217;empregado
MC1856;0;inad;SP;superior;casado;1340;empregado
MC1857;1;admpl;SP;secundario;solt;3351;empregado
MC1858;0;inad;SP;secundario;solt;15944;empregado
MC1859;0;inad;MG;superior;solt;1246;empregado
MC1860;0;inad;SP;secundario;solt;23949;empregado
MC1861;0;inad;SP;secundario;solt;1777;empregado
MC1862;1;admpl;SP;secundario;solt;2680;empregado
MC1863;1;admpl;SP;primario;solt;636;empregado
MC1864;0;inad;MG;secundario;solt;2558;prof_liberal
MC1865;1;admpl;SP;secundario;solt;1340;outros
MC1866;1;admpl;SP;primario;casado;2547;empregado
MC1867;1;admpl;SP;superior;casado;655;empregado
MC1868;1;admpl;SP;primario;solt;1585;empregado
MC1869;1;admpl;SP;secundario;casado;9370;vivederenda
MC1870;1;admpl;SP;secundario;casado;1340;empregado
MC1871;1;admpl;SP;secundario;divorciado;3018;empregado
MC1872;0;inad;SP;primario;casado;670;autonomo
MC1873;1;admpl;SP;secundario;solt;1;empregado
MC1874;1;admpl;SP;primario;solt;2412;func_publico
MC1875;1;admpl;SP;secundario;casado;2724;outros
MC1876;1;admpl;SP;posgrad;solt;2974;empregado
MC1877;1;admpl;SP;superior;solt;466;empregado
MC1878;1;admpl;SP;secundario;solt;8844;empregado
MC1879;0;inad;SP;secundario;solt;3420;func_publico
MC1880;1;admpl;SP;primario;casado;1467;func_publico
MC1881;0;inad;SP;secundario;solt;4790;empregado
MC1882;1;admpl;SP;superior;viuvo;1828;func_publico
MC1883;0;inad;SP;secundario;viuvo;1049;func_publico
MC1884;1;admpl;SP;posgrad;casado;4448;empregado
MC1885;1;admpl;SP;posgrad;casado;2191;func_publico
MC1886;1;admpl;SP;primario;casado;4690;empregado
MC1887;0;inad;SP;primario;casado;1340;aposentado
MC1888;1;admpl;SP;primario;solt;1152;outros
MC1889;0;inad;SP;secundario;solt;40200;empregado
MC1890;1;admpl;SP;superior;casado;964;autonomo
MC1891;0;inad;SP;secundario;solt;4227;aposentado
MC1892;1;admpl;SP;superior;casado;7120;empregado
MC1893;1;admpl;SP;secundario;solt;7441;func_publico
MC1894;1;admpl;SP;primario;solt;1211;empregado
MC1895;0;inad;SP;primario;solt;1608;empregado
MC1896;1;admpl;SP;superior;solt;802;func_publico
MC1897;0;inad;SP;secundario;viuvo;1742;aposentado
MC1898;1;admpl;SP;secundario;solt;18285;func_publico
MC1899;1;admpl;SP;primario;solt;718;outros
MC1900;1;admpl;SP;superior;solt;1261;empregado
MC1901;0;inad;SP;primario;solt;4020;outros
MC1902;1;admpl;SP;primario;casado;2680;func_publico
MC1903;1;admpl;SP;secundario;solt;1109;empregado
MC1904;0;inad;SP;secundario;solt;7006;empregado
MC1905;1;admpl;SP;primario;solt;2233;empregado
MC1906;0;inad;SP;secundario;solt;8812;func_publico
MC1907;1;admpl;SP;primario;solt;844;func_publico
MC1908;0;inad;SP;secundario;solt;1885;aposentado
MC1909;1;admpl;SP;secundario;casado;7079;func_publico
MC1910;0;inad;SP;superior;solt;2680;aposentado
MC1911;1;admpl;SP;primario;casado;2680;empregado
MC1912;1;admpl;SP;superior;solt;2010;empresario
MC1913;1;admpl;SP;superior;casado;388;empregado
MC1914;0;inad;SP;superior;solt;4182;empregado
MC1915;0;inad;MG;posgrad;solt;7170;empregado
MC1916;1;admpl;SP;secundario;solt;521;empregado
MC1917;0;inad;SP;superior;solt;1258;empresario
MC1918;1;admpl;SP;superior;solt;2680;outros
MC1919;1;admpl;MG;secundario;solt;1439;empregado
MC1920;1;admpl;SP;secundario;solt;2680;empregado
MC1921;0;inad;SP;primario;solt;1102;aposentado
MC1922;0;inad;SP;secundario;viuvo;804;outros
MC1923;1;admpl;SP;primario;casado;1518;empregado
MC1924;1;admpl;SP;secundario;outros;9380;autonomo
